name,date of birth,country of citizenship,sex or gender,AGORHA person/institution ID,Academic Tree ID,Australian Dictionary of Biography ID,BAV ID,BHL creator ID,BIBSYS ID,BNA authority ID,BNE ID,BVMC person ID,Babelio author ID,Bait La Zemer Ha-Ivri artist ID,Biografisch Portaal number,BnF ID,British Museum person-institution,C-SPAN person ID,CANTIC-ID,CERL ID,CONOR ID,CRIStin ID,CTHS person ID,Cambridge Alumni Database ID,Catalogus Professorum Academiae Rheno-Traiectinae ID,Catalogus Professorum Lipsiensis ID,Catalogus Professorum Rostochiensium ID,CiNii author ID,Commons Creator page,Commons category,Commons gallery,Cultureel Woordenboek identifier,DAAO ID,DBLP ID,DBNL author ID,Dialnet author ID,Dictionary of New Zealand Biography,Dictionary of Swedish National Biography,Dictionary of Welsh Biography ID,Discogs artist ID,Dizionario Biografico degli Italiani,EGAXA ID,EMLO person ID,ESPNcricinfo.com player ID,Electronic Enlightenment ID,Enciclopedia Treccani ID,Encyclopedia of Australian Science ID,Encyclopædia Britannica Online ID,Erdős number,FAST ID,Facebook profile ID,Fellow of the Royal Society ID,Filmportal ID,Find a Grave grave ID,Freebase ID,GND ID,GTAA ID,Geni.com profile ID,Goodreads author ID,Google Scholar author ID,Gran Enciclopèdia Catalana ID,Great Russian Encyclopedia Online ID,HDS ID,Hansard (1803–2005) ID,History of Modern Biomedicine ID,History of Parliament ID,IMDb ID,IPA transcription,IPNI author ID,ISNI,InPhO ID,Italian Chamber of Deputies dati ID,Jewish Encyclopedia ID (Russian),KNAW past member ID,KVAB member ID,Kindred Britain ID,LAC ID,LNB ID,Legacies of British Slave-ownership person ID,Leidse Hoogleraren ID,Leopoldina member ID,Les Archives du Spectacle ID,Library of Congress authority ID,LibriVox author ID,Loop ID,Léonore ID,MacTutor id (biographies),Marburger Professorenkatalog ID,MathWorld identifier,Mathematics Genealogy Project ID,Munk's Roll ID,Munzinger IBA,MusicBrainz artist ID,Musée d'Orsay artist ID,NDL Auth ID,NE.se ID,NKCR AUT ID,NLA (Australia) ID,NLP ID,NLR (Romania) ID,NNDB people ID,NSK ID,NSZL ID,NUKAT (WarsawU) authorities,National Academy of Medicine (France) MemberID,National Inventors Hall of Fame ID,National Library of Greece ID,National Library of Ireland authority,National Library of Israel ID,National Portrait Gallery (London) person ID,National Thesaurus for Author Names ID,Nobel Prize People Nomination ID,Nobel prize ID,ODIS ID,ORCID iD,Open Library ID,OpenPlaques subject ID,Oxford Biography Index Number,PTBNP ID,Parlement & Politiek ID,People Australia ID,Perlentaucher ID,Persée author ID,Photographers' Identities Catalog ID,Plarr ID,Polish scientist ID,Project Gutenberg author ID,Quora topic ID,RERO ID,RKDartists ID,RSL ID (person),RePEc Short-ID,ResearcherID,Rodovid ID,SBN ID,SELIBR,SHARE Catalogue author ID,SNAC ID,SSRN author ID,SUDOC authorities,Sandrart.net person ID,Saxon Academy of Sciences member ID,Scopus Author ID,Shakeosphere person ID,Six Degrees of Francis Bacon ID,Social Networks and Archival Context ID,Spenserians person ID,Sports-Reference.com Olympic athlete ID,Stanford Encyclopedia of Philosophy ID,Stuttgart Database of Scientific Illustrators ID,Swiss Federal Archives ID,Sächsische Biografie,TED speaker ID,Te Papa artist ID,Teuchos ID,Treccani ID,Twitter username,UK National Archives ID,ULAN ID,University of Barcelona authority ID,VIAF ID,Vimeo username,WeRelate person ID,Who's Who in France biography ID,WikiTree ID,WomenWriters ID,World Bridge Federation ID,YouTube channel ID,academic degree,affiliation,allegiance,archives at,audio recording of the subject's spoken voice,author citation (zoology),award received,birth name,botanist author abbreviation,cause of death,child,commemorative plaque image,conflict,contributed to published work,date of death,described at URL,described by source,doctoral advisor,doctoral student,educated at,electoral district,employer,ethnic group,family name,father,feed URL,field of work,genealogics.org person ID,given name,image,image of grave,influenced by,instance of,"languages spoken, written or signed",links,list of works,manner of death,medical condition,member of,member of political party,member of sports team,military branch,mother,name in kana,name in native language,native language,noble title,nominated for,notable work,occupation,official website,openMLOL author ID,parliament.uk ID,part of,participant of,place of birth,place of death,place of detention,place of interment,place of origin (Switzerland),position held,religion,residence,sibling,signature,significant event,sport,spouse,student,student of,student register of the University of Helsinki ID (1853–1899),taxon range map image,topic's main category,warheroes.ru ID,work location,zbMATH author ID
"Lindeberg, Jarl Waldemar",[4 August 1876Gregorian],"[Finland, Russian Empire]",[male],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[137654985],[/m/04j8fz],[11701575X],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[0000 0001 1838 7176],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[n80049767],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[OL1635200A],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[35750714],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[12 December 1932],NA,NA,NA,NA,NA,NA,NA,NA,[Lindeberg],NA,NA,"[probability theory, differential equation, mathematical statistics, calculus of variations]",NA,[Jarl],NA,NA,NA,[human],NA,https://www.wikidata.org/wiki/Special:EntityPage/Q981754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[mathematician, statistician]",NA,NA,NA,NA,NA,[Helsinki],"[Helsinki, Finland]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[23962],NA,NA,NA,NA,[lindeberg.j-w]
"Snyder, Carl",[23 April 1869Gregorian],[United States of America],[male],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[172379245],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[0000 0000 8393 1986],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[000486513],NA,NA,NA,NA,NA,NA,[OL18160A],NA,NA,NA,NA,[978915],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[w6rr2j3z],NA,[105660086],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[71762213],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[1946],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Carl],NA,NA,NA,[human],NA,https://www.wikidata.org/wiki/Special:EntityPage/Q5040826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[economist, statistician]",NA,[130571],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cohen, Jacob",[20 April 1923Gregorian],[United States of America],[male],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[12573971g],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[133475263],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[0000 0001 0932 8828],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[n50027562],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[087298104],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[109286773],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[20 January 1998],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Jacob],NA,NA,NA,[human],NA,https://www.wikidata.org/wiki/Special:EntityPage/Q1677450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[psychologist, statistician, university teacher]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silver, Nate",[13 January 1978],[United States of America],[male],NA,NA,NA,NA,NA,NA,NA,[XX5393865],NA,NA,NA,NA,NA,NA,[natesilver],[a11907186],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Nate Silver],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[1433896],[natesilver],NA,NA,NA,[/m/0gl0hx],[104122964X],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[nm3156370],NA,NA,[0000 0000 8239 9633],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[n2012043409],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[001155913],NA,[ctu2013754105],NA,NA,NA,[437/000172918],NA,NA,[n2013169529],NA,NA,NA,NA,[001719567],NA,[321702727],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[nate-silver],NA,NA,NA,NA,NA,[Nate-Silver-writer-statistician-1],NA,NA,NA,NA,NA,NA,[IT\ICCU\NAPV\125783],NA,NA,NA,NA,[170133826],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[nate_silver],NA,NA,NA,[NateSilver538],NA,NA,NA,[256089470],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Webby Award, Phi Beta Kappa Award in Science, 2013, The Signal and the Noise]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[London School of Economics, University of Chicago, East Lansing High School]",NA,NA,NA,NA,NA,NA,NA,NA,[Nate],[Nate Silver 2009.png],NA,NA,[human],NA,https://www.wikidata.org/wiki/Special:EntityPage/Q562521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[journalist, statistician, mathematician]",NA,NA,NA,NA,NA,[East Lansing],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[baseball],NA,NA,NA,NA,NA,NA,NA,[Brooklyn],NA
"Wilkinson, Leland",NA,[United States of America],[male],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[155623604],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[0000 0001 0875 5975],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[n96022803],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[071621148],NA,NA,NA,NA,NA,[w6hz427m],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[17539337],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Harvard University, Yale University, Harvard Divinity School]",NA,NA,NA,NA,NA,NA,NA,NA,[Leland],NA,NA,NA,[human],NA,https://www.wikidata.org/wiki/Special:EntityPage/Q6520814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[statistician, computer scientist]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kiefer, Jack",[25 January 1924Gregorian],[United States of America],[male],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[12299616v],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[2±0],NA,NA,NA,NA,NA,NA,[172185009],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[0000 0001 0910 5931],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[n80020671],NA,NA,NA,[Kiefer],NA,NA,[11772],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[1024568],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[083181393],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[66531525],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[John Simon Guggenheim Memorial Foundation Fellowship],NA,NA,NA,NA,NA,NA,NA,[10 August 1981],NA,NA,[Jacob Wolfowitz],NA,"[Columbia University, Massachusetts Institute of Technology]",NA,"[University of California, Berkeley, Cornell University]",NA,NA,NA,NA,[mathematics],NA,[Jack],NA,NA,NA,[human],[English],https://www.wikidata.org/wiki/Special:EntityPage/Q11102201,NA,NA,NA,"[National Academy of Sciences, American Academy of Arts and Sciences]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[mathematician, statistician]",NA,NA,NA,NA,NA,"[Cincinnati, Ohio]",[Berkeley],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[kiefer.jack-carl]
"Villani, Giovanni","[1276Gregorian, circa, statement with Gregorian date earlier than 1584]",NA,[male],NA,NA,NA,[ADV10147700],NA,NA,[000024185],NA,NA,NA,NA,NA,[12029155k],NA,NA,NA,[cnp01322205],NA,NA,NA,NA,NA,NA,NA,NA,NA,[Giovanni Villani],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[biography/Giovanni-Villani],NA,[1856082],NA,NA,NA,NA,[/m/02gs_7],[118768484],NA,NA,NA,NA,[0071076],NA,NA,NA,NA,NA,NA,NA,NA,[0000 0001 1557 2034],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[n79082056],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[mzk2010607948],[44541114],NA,NA,NA,NA,NA,[n2003087818],NA,NA,NA,NA,NA,NA,[071419470],NA,NA,NA,NA,NA,NA,NA,[747836],NA,NA,NA,NA,NA,NA,NA,[36212],NA,NA,NA,NA,NA,NA,NA,[IT\ICCU\UBOV\087916],[229447],[1822],NA,NA,[028460235],[428],NA,NA,NA,NA,[w6jh4dqv],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[255350759],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[plague],NA,NA,NA,NA,"[1348Gregorian, statement with Gregorian date earlier than 1584]",NA,"[Great Soviet Encyclopedia (1926—1947), Q29878582]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Giovanni],"[Giovanni villani 1.JPG, Estàtua de '''Giovanni Villani''' en Florència (Catalan)]",NA,NA,[human],[Italian],https://www.wikidata.org/wiki/Special:EntityPage/Q704179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[diplomat, chronicler, historian, banker, writer]",NA,NA,NA,NA,NA,[Florence],[Florence],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Donoho, David",[5 March 1957],[United States of America],[male],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[d/DavidLDonoho],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[2±0],NA,NA,NA,NA,NA,[/m/0b6hy0r],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[n89621493],NA,NA,NA,NA,NA,NA,[18642],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[53294747],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Presidential Young Investigator Award, MacArthur Fellowship, July 1991]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Peter J. Huber],NA,"[Harvard University, Princeton University]",NA,"[University of California, Berkeley]",NA,NA,NA,NA,NA,NA,[David],NA,NA,NA,[human],NA,https://www.wikidata.org/wiki/Special:EntityPage/Q1114742,NA,NA,NA,"[American Mathematical Society, National Academy of Sciences, French Academy of Sciences, American Academy of Arts and Sciences]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[statistician, university teacher, professor]",NA,NA,NA,NA,NA,[Los Angeles],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Abbott, Edith",[26 September 1876Gregorian],[United States of America],[female],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[biography/Edith-Abbott],NA,[11780],NA,NA,NA,NA,[/m/03t5xx],[120133385],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[0000 0000 8358 3192],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[n50034801],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[vtls000398344],[000299776],NA,[074286862],NA,NA,NA,NA,[OL163154A],NA,NA,NA,NA,[784410],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[088870936],NA,NA,NA,NA,NA,[w6w09mfk],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[13130707],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[pneumonia],NA,NA,NA,NA,[28 July 1957],NA,"[Encyclopedia of American Urban History (2007 edition), Abbott, Edith, 1-3]",NA,NA,"[London School of Economics, University College London, University of Nebraska–Lincoln, University of Chicago, Doctor of Philosophy]",NA,[Wellesley College],NA,NA,[Othman A. Abbott],NA,[economics],NA,[Edith],[Edith Abbott.jpg],NA,NA,[human],NA,https://www.wikidata.org/wiki/Special:EntityPage/Q272731,NA,[natural causes],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[economist, statistician, social worker]",NA,NA,NA,NA,NA,[Grand Island],[Grand Island],NA,NA,NA,NA,NA,NA,[Grace Abbott],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anselin, Luc",[1 December 1953],NA,[male],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[131944042],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[170116972],NA,NA,NA,[NqRdooQAAAAJ],NA,NA,NA,NA,NA,NA,NA,NA,NA,[0000 0001 2028 2509],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[n87907757],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[074172697],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[pan162],NA,NA,NA,NA,NA,NA,NA,[035523166],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[71534291],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Cornell University],NA,"[University of Illinois at Urbana–Champaign, West Virginia University, Arizona State University]",NA,NA,NA,NA,NA,NA,[Luc],NA,NA,NA,[human],NA,https://www.wikidata.org/wiki/Special:EntityPage/Q6695726,NA,NA,NA,"[National Academy of Sciences, American Academy of Arts and Sciences]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[economist, geographer, statistician]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sykes, William Henry",[25 January 1790Gregorian],[United Kingdom],[male],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[William Henry Sykes],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[244705],NA,NA,NA,NA,[/m/01_h1n],[117679364],NA,NA,NA,NA,NA,NA,NA,[mr-william-sykes],NA,NA,NA,NA,NA,[0000 0000 8083 5040],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[n88096203],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[mp104112],NA,NA,NA,NA,NA,NA,NA,[101026871],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[079303692],NA,NA,NA,NA,NA,[w64b3k9q],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4020172],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Sykes],[Fellow of the Royal Society],NA,NA,NA,NA,NA,NA,NA,[16 June 1872Gregorian],NA,"[Sykes, William Henry (DNB00), Dictionary of National Biography (1885-1900), Sykes, William Henry (DNB00)]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[William],[Sykes William Henry 1790-1872.jpg],NA,NA,[human],[English],https://www.wikidata.org/wiki/Special:EntityPage/Q984041,NA,NA,NA,"[Royal Society, 17th United Kingdom Parliament, 18th United Kingdom Parliament, 19th United Kingdom Parliament, 20th United Kingdom Parliament, Royal Statistical Society]",NA,NA,NA,NA,NA,[William Henry Sykes (English)],NA,NA,NA,NA,"[politician, ornithologist, statistician, entomologist, ichthyologist]",NA,[155410],NA,NA,NA,[Bradford],[Kensington],NA,NA,NA,[Member of Parliament in the United Kingdom],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Greater London],NA
"Freedman, David A.",[1938],[United States of America],[male],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[12367394w],NA,NA,[a10685704],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[132210819],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[0000 0001 1939 1724],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[29511],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[46934],NA,NA,[032693141],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[122036673],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[John J. Carty Award for the Advancement of Science, 2003]",NA,NA,NA,NA,NA,NA,NA,[2008],NA,NA,[William Feller],NA,"[McGill University, Princeton University]",NA,"[University of California, Berkeley]",NA,NA,NA,NA,NA,NA,[David],NA,NA,NA,[human],NA,https://www.wikidata.org/wiki/Special:EntityPage/Q5230463,NA,NA,NA,[American Academy of Arts and Sciences],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[statistician],[http://www.stat.berkeley.edu/~freedman/],NA,NA,NA,NA,[Montreal],[Berkeley],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
